LG DB218650 2600mAh
starting voltage: 4.1699 V
internal resistance: 415 mOhm
3.7354,0.9995,5.369942665100098,0.00149090491493543,0.005569126219249805;
3.7305,0.9995,10.71976113319397,0.0029762225701742704,0.0111101037321183;
3.7158,0.9995,16.07292938232422,0.004462470254898071,0.016632702879015;
3.6963,0.9995,21.423542261123657,0.005948008469442526,0.022123697781435667;
3.6914,0.9995,26.77693009376526,0.007434317119088437,0.027610257530738584;
3.6865,0.9995,32.127490520477295,0.008919840770893627,0.03308664047311841;
3.6768,0.9995,37.48104977607727,0.01040619701421923,0.038551675108577994;
3.6768,0.9995,42.83093333244324,0.011891532740493616,0.04401295750694365;
3.6719,0.9995,48.18495845794678,0.013378018327421613,0.049471183933584566;
3.6621,0.9995,53.534751415252686,0.014863328899873627,0.05491053978096109;
3.6670,0.9995,58.88933205604553,0.01634996871944931,0.06036204799934511;
3.6523,0.9995,64.2429130077362,0.017836330986453427,0.06579068890712425;
3.6426,0.9995,69.59299325942993,0.01932172132300006,0.07120137174702902;
3.6475,0.9995,74.9470911026001,0.02080822709918022,0.07662340156564616;
3.6426,0.9995,80.29691648483276,0.022293546674052873,0.08203382664907728;
3.6328,0.9947,85.65097522735596,0.023772902849382823,0.08740803176281593;
3.6377,0.9995,91.00016379356384,0.02525804561936193,0.09281053561716893;
3.6475,0.9995,96.35507249832153,0.026744776522252295,0.09823338658546153;
3.6279,0.9995,101.70532631874084,0.028230215048227047,0.10362240901384533;
3.6279,0.9995,107.05900382995605,0.029716604123910268,0.10901487994151648;
3.6279,0.9995,112.40887475013733,0.031201936341888375,0.11440351669511926;
3.6230,0.9995,117.76278448104858,0.03268838989078999,0.1197889379027898;
3.6230,0.9995,123.11704516410828,0.03417494087765614,0.12517471212820588;
3.6182,0.9995,128.46592378616333,0.03565999759508504,0.13054794434320713;
3.6182,0.9995,133.82075548171997,0.037146707117226396,0.13592715673621897;
3.6182,0.9995,139.17090511322021,0.038632116716305426,0.1413016657476067;
3.6133,0.9995,144.52390336990356,0.04011831720451515,0.14667175397165488;
3.6133,0.9995,149.87445712089539,0.041603839002880796,0.15203938988568946;
3.6035,0.9995,155.22854804992676,0.043090342859427144,0.15739600653275423;
3.6084,0.9995,160.57880902290344,0.04457578337122998,0.16275607007554357;
3.5986,0.9995,165.93158507347107,0.04606192216638063,0.1681040891437727;
3.6035,0.9995,171.2817244529724,0.04754732891910607,0.17345675237721883;
3.5938,0.9995,176.63592505455017,0.049033863225016336,0.17879905936579915;
3.5986,0.9995,181.98652815818787,0.05051939872559574,0.1841449074181842;
3.5986,0.9995,187.3398458957672,0.05200568791412645,0.18949346769203082;
3.5889,0.9995,192.69339871406555,0.05349204237020678,0.19482784519945753;
3.5938,0.9995,198.04456567764282,0.0549777344202333,0.20016712528884284;
3.5938,0.9995,203.39793252944946,0.05646403724478351,0.20550860037971136;
3.5889,0.9995,208.7479531764984,0.05794941103276279,0.2108394583673902;
3.5840,0.9947,214.1013457775116,0.05942858314949274,0.21614081123375034;
3.5889,0.9995,219.45137524604797,0.06091395938665999,0.2214716780113199;
3.5840,0.9995,224.8050377368927,0.06240034429210425,0.2267988815124321;
3.5791,0.9995,230.15576577186584,0.06388591447848081,0.2321158857664925;
3.5889,0.9995,235.50890135765076,0.06537215309458971,0.23744984753584572;
3.5742,0.9995,240.85995364189148,0.06685781330517265,0.24275989426051128;
3.5791,0.9995,246.2131369113922,0.06834406516013543,0.24807933827460854;
3.5791,0.9995,251.56777501106262,0.06983072093253004,0.25340022794958605;
3.5742,0.9995,256.91803336143494,0.07131616071619591,0.2587094868243646;
3.5742,0.9995,262.2717111110687,0.0728025498580734,0.26402213889526316;
3.5645,0.9995,267.6208827495575,0.07428768792825938,0.2693159135464411;
3.5742,0.9995,272.9747054576874,0.07577411731625266,0.27462870946500667;
3.5645,0.9995,278.32498145103455,0.07725956199829447,0.27992357703414467;
3.5840,0.9995,283.67943596839905,0.07874616680110164,0.2852515686474056;
3.5693,0.9995,289.02911615371704,0.08023144606366422,0.29055297591927026;
3.5645,0.9995,294.3837888240814,0.08171811143422789,0.29585219463264445;
3.5645,0.9995,299.7328989505768,0.08320323242629236,0.3011459084088583;
3.5596,0.9995,305.0862421989441,0.0846895286976099,0.3064365286162402;
3.5596,0.9995,310.437216758728,0.08617516732886102,0.3117248078880417;
3.5596,0.9995,315.7915053367615,0.08766172606045669,0.31701636234902963;
3.5547,0.9995,321.14519238471985,0.08914811778391069,0.32230003900839155;
3.5547,0.9995,326.4945025444031,0.09063329431296718,0.32757939601622865;
3.5547,0.9995,331.84897089004517,0.09211990295504198,0.3328638437562119;
3.5547,0.9995,337.1992208957672,0.09360534042190842,0.33814412831968205;
3.5498,0.9995,342.5527503490448,0.09509168839095035,0.3434203663401871;
3.5498,0.9995,347.9027407169342,0.09657705377225742,0.3486931163707509;
3.5449,0.9995,353.2569396495819,0.09806358761480781,0.35396273018920776;
3.5400,0.9995,358.6066927909851,0.09954888713281684,0.35922069048295974;
3.5449,0.9995,363.9597382545471,0.1010351007274919,0.3644891690547234;
3.5449,0.9995,369.3107223510742,0.1025207420065138,0.3697556188247281;
3.5449,0.9995,374.66404843330383,0.10400703351184394,0.37502437358197294;
3.5303,0.9947,380.01864886283875,0.1054865393583046,0.380247473071733;
3.5400,0.9995,385.3678674697876,0.10697169046876165,0.38550490800275095;
3.5400,0.9995,390.72186398506165,0.10845816811237732,0.39076703886115044;
3.5400,0.9995,396.0726878643036,0.10994376490885019,0.3960260515206644;
